"Probe_IDs"	"Symbols"	"Entrez_IDs"	"CHR"	"Ensembl_IDs"	"Start.Pos"	"End.Pos"
"6722"	"ILMN_1782829"	"BICRA"	"29998"	"19"	"ENSG00000063169"	"47608196"	"47703277"
"6723"	"ILMN_1782863"	"FAM83B"	"222584"	"6"	"ENSG00000168143"	"54846771"	"54945099"
"6724"	"ILMN_1782922"	"PDE4B"	"5142"	"1"	"ENSG00000184588"	"65792514"	"66374579"
"6725"	"ILMN_1782938"	"SLC16A10"	"117247"	"6"	"ENSG00000112394"	"111087503"	"111231194"
"6726"	"ILMN_1782977"	"UBA52"	"7311"	"19"	"ENSG00000221983"	"18571730"	"18577550"
"6727"	"ILMN_1783023"	"C5orf51"	"285636"	"5"	"ENSG00000205765"	"41904188"	"41921636"
"6728"	"ILMN_1783120"	"SLMAP"	"7871"	"3"	"ENSG00000163681"	"57755450"	"57930003"
"6729"	"ILMN_1783142"	"RPS4Y1"	"6192"	"Y"	"ENSG00000129824"	"2841602"	"2932000"
"6730"	"ILMN_1783161"	"DAB2IP"	"153090"	"9"	"ENSG00000136848"	"121567057"	"121785530"
"6731"	"ILMN_1783170"	"ING3"	"54556"	"7"	"ENSG00000071243"	"120950763"	"120977216"
"6732"	"ILMN_1783182"	"FBN1"	"2200"	"15"	"ENSG00000166147"	"48408313"	"48645721"
"6733"	"ILMN_1783226"	"SSR2"	"6746"	"1"	"ENSG00000163479"	"156009048"	"156020951"
"6734"	"ILMN_1783231"	"PLEKHB1"	"58473"	"11"	"ENSG00000021300"	"73646178"	"73662819"
"6735"	"ILMN_1783276"	"NEXN"	"91624"	"1"	"ENSG00000162614"	"77888513"	"77943895"
"6736"	"ILMN_1783333"	"CMC2"	"56942"	"16"	"ENSG00000103121"	"80966448"	"81020270"
"6737"	"ILMN_1783337"	"DECR2"	"26063"	"16"	"ENSG00000242612"	"401858"	"412487"
"6738"	"ILMN_1783394"	"MIEF1"	"54471"	"22"	"ENSG00000100335"	"39499432"	"39518132"
"6739"	"ILMN_1783424"	"PUM1"	"9698"	"1"	"ENSG00000134644"	"30931506"	"31065991"
"6740"	"ILMN_1783444"	"DVL1"	"1855"	"1"	"ENSG00000107404"	"1335276"	"1349418"
"6741"	"ILMN_1783448"	"DYNC1LI2"	"1783"	"16"	"ENSG00000135720"	"66720893"	"66751609"
"6742"	"ILMN_1783500"	"HOXD12"	"3238"	"2"	"ENSG00000170178"	"176099795"	"176102489"
"6743"	"ILMN_1783546"	"NAXD"	"55739"	"13"	"ENSG00000213995"	"110615460"	"110639993"
"6744"	"ILMN_1783593"	"CCL13"	"6357"	"17"	"ENSG00000181374"	"34356480"	"34358610"
"6745"	"ILMN_1783598"	"CAB39L"	"81617"	"13"	"ENSG00000102547"	"49308650"	"49444064"
"6746"	"ILMN_1783606"	"KMT2E"	"55904"	"7"	"ENSG00000005483"	"105014190"	"105115019"
"6747"	"ILMN_1783636"	""	NA	"12"	"ENSG00000111780"	"120438198"	"120460006"
"6748"	"ILMN_1783681"	"MRPL34"	"64981"	"19"	"ENSG00000130312"	"17292609"	"17306843"
"6749"	"ILMN_1783695"	"EPRS1"	"2058"	"1"	"ENSG00000136628"	"219968600"	"220046530"
"6750"	"ILMN_1783702"	"MORC3"	"23515"	"21"	"ENSG00000159256"	"36320189"	"36386148"
"6751"	"ILMN_1783709"	"RRAGA"	"10670"	"9"	"ENSG00000155876"	"19049427"	"19051025"
"6752"	"ILMN_1783712"	"KNOP1"	"400506"	"16"	"ENSG00000103550"	"19701937"	"19718235"
"6753"	"ILMN_1783728"	"TBRG4"	"9238"	"7"	"ENSG00000136270"	"45100100"	"45112047"
"6754"	"ILMN_1783743"	"LINC02687"	NA	"11"	"ENSG00000255267"	"45371397"	"45388511"
"6755"	"ILMN_1783753"	""	NA	"1"	"ENSG00000285839"	"52020153"	"52033350"
"6756"	"ILMN_1783798"	"GAS8"	"2622"	"16"	"ENSG00000141013"	"90019629"	"90044975"
"6757"	"ILMN_1783815"	"COG7"	"91949"	"16"	"ENSG00000168434"	"23388493"	"23453189"
"6758"	"ILMN_1783843"	"MIIP"	"60672"	"1"	"ENSG00000116691"	"12019466"	"12032045"
"6759"	"ILMN_1783852"	"CD164"	"8763"	"6"	"ENSG00000135535"	"109366514"	"109382467"
"6760"	"ILMN_1783889"	"PRKAA1"	"5562"	"5"	"ENSG00000132356"	"40759379"	"40798374"
"6761"	"ILMN_1783910"	"TRAF6"	"7189"	"11"	"ENSG00000175104"	"36483769"	"36510272"
"6762"	"ILMN_1783956"	"ATP8B4"	"79895"	"15"	"ENSG00000104043"	"49858238"	"50182817"
"6763"	"ILMN_1784005"	""	NA	"12"	"ENSG00000237493"	"55980432"	"55981035"
"6764"	"ILMN_1784037"	"ZBTB40"	"9923"	"1"	"ENSG00000184677"	"22428838"	"22531157"
"6765"	"ILMN_1784105"	"SLC38A7"	"55238"	"16"	"ENSG00000103042"	"58665109"	"58684770"
"6766"	"ILMN_1784110"	"CDK18"	"5129"	"1"	"ENSG00000117266"	"205504595"	"205532793"
"6767"	"ILMN_1784113"	"ZNF628"	"89887"	"19"	"ENSG00000197483"	"55476617"	"55484487"
"6768"	"ILMN_1784207"	"PITHD1"	"57095"	"1"	"ENSG00000057757"	"23778418"	"23788232"
"6769"	"ILMN_1784216"	"KRTAP19-6"	"337973"	"21"	"ENSG00000186925"	"30541535"	"30541864"
"6770"	"ILMN_1784218"	"DDX23"	"9416"	"12"	"ENSG00000174243"	"48829756"	"48852842"
"6771"	"ILMN_1784238"	"SEC22B"	"9554"	"1"	"ENSG00000265808"	"120150898"	"120176520"
"6772"	"ILMN_1784269"	"AASDH"	"132949"	"4"	"ENSG00000157426"	"56338287"	"56387508"
"6773"	"ILMN_1784286"	"NDUFA1"	"4694"	"X"	"ENSG00000125356"	"119871832"	"119876662"
"6774"	"ILMN_1784287"	"TGFBR3"	"7049"	"1"	"ENSG00000069702"	"91680343"	"91906335"
"6775"	"ILMN_1784292"	"ANKMY2"	"57037"	"7"	"ENSG00000106524"	"16599779"	"16645817"
"6776"	"ILMN_1784294"	"CPA4"	"51200"	"7"	"ENSG00000128510"	"130293134"	"130324180"
"6777"	"ILMN_1784299"	"TRIR"	"79002"	"19"	"ENSG00000123144"	"12730640"	"12734684"
"6778"	"ILMN_1784300"	"TUBA4A"	"7277"	"2"	"ENSG00000127824"	"219249710"	"219278170"
"6779"	"ILMN_1784333"	"SECISBP2L"	"9728"	"15"	"ENSG00000138593"	"48988476"	"49046447"
"6780"	"ILMN_1784352"	"CCM2"	"83605"	"7"	"ENSG00000136280"	"44999475"	"45076469"
"6781"	"ILMN_1784364"	"STARD5"	"80765"	"15"	"ENSG00000172345"	"81309053"	"81324183"
"6782"	"ILMN_1784367"	"HSPD1"	"3329"	"2"	"ENSG00000144381"	"197486584"	"197516737"
"6783"	"ILMN_1784380"	"DTX3L"	"151636"	"3"	"ENSG00000163840"	"122564338"	"122575203"
"6784"	"ILMN_1784410"	"UBP1"	"7342"	"3"	"ENSG00000153560"	"33388336"	"33441371"
"6785"	"ILMN_1784467"	"NUP210"	"23225"	"3"	"ENSG00000132182"	"13316235"	"13420322"
"6786"	"ILMN_1784515"	"MYH6"	"4624"	"14"	"ENSG00000197616"	"23381982"	"23408273"
"6787"	"ILMN_1784523"	"ATP6V1G1"	"9550"	"9"	"ENSG00000136888"	"114587769"	"114598879"
"6788"	"ILMN_1784540"	"KBTBD2"	"25948"	"7"	"ENSG00000170852"	"32868172"	"32894131"
"6789"	"ILMN_1784577"	"ZNF12"	"7559"	"7"	"ENSG00000164631"	"6688433"	"6706947"
"6790"	"ILMN_1784584"	"RINT1"	"60561"	"7"	"ENSG00000135249"	"105532169"	"105567677"
"6791"	"ILMN_1784602"	"CDKN1A"	"1026"	"6"	"ENSG00000124762"	"36676460"	"36687337"
"6792"	"ILMN_1784641"	"NDUFA3"	"4696"	"CHR_HSCHR19_4_CTG3_1"	"ENSG00000276061"	"54102782"	"54108779"
"6793"	"ILMN_1784651"	"NAGA"	"4668"	"22"	"ENSG00000198951"	"42058334"	"42070842"
"6794"	"ILMN_1784655"	"TLCD1"	"116238"	"17"	"ENSG00000160606"	"28724348"	"28727935"
"6795"	"ILMN_1784661"	"CEMIP2"	"23670"	"9"	"ENSG00000135048"	"71683366"	"71816690"
"6796"	"ILMN_1784678"	"PBX1"	"5087"	"1"	"ENSG00000185630"	"164555584"	"164899296"
"6797"	"ILMN_1784706"	"GABRE"	"2564"	"X"	"ENSG00000102287"	"151953124"	"151974680"
"6798"	"ILMN_1784709"	"GNPDA1"	"10007"	"5"	"ENSG00000113552"	"141991749"	"142013041"
"6799"	"ILMN_1784717"	"RPS19"	"6223"	"19"	"ENSG00000105372"	"41860255"	"41872925"
"6800"	"ILMN_1784737"	"S1PR4"	"8698"	"19"	"ENSG00000125910"	"3172346"	"3180332"
"6801"	"ILMN_1784753"	"PAIP2"	"51247"	"5"	"ENSG00000120727"	"139341587"	"139369720"
"6802"	"ILMN_1784766"	"MCM3AP"	"8888"	"21"	"ENSG00000160294"	"46235133"	"46286297"
"6803"	"ILMN_1784780"	"CIC"	"23152"	"19"	"ENSG00000079432"	"42268537"	"42295797"
"6804"	"ILMN_1784785"	"COPS7B"	"64708"	"2"	"ENSG00000144524"	"231781671"	"231809254"
"6805"	"ILMN_1784822"	"PPP1R3F"	"89801"	"X"	"ENSG00000049769"	"49269793"	"49301461"
"6806"	"ILMN_1784847"	"CREBZF"	"58487"	"11"	"ENSG00000137504"	"85659708"	"85682908"
"6807"	"ILMN_1784863"	"CD36"	"948"	"7"	"ENSG00000135218"	"80369575"	"80679277"
"6808"	"ILMN_1784871"	"FASN"	"2194"	"17"	"ENSG00000169710"	"82078338"	"82098294"
"6809"	"ILMN_1784884"	"LILRB3"	"11025"	"CHR_HSCHR19LRC_COX1_CTG3_1"	"ENSG00000277816"	"54217107"	"54223520"
"6810"	"ILMN_1784889"	"TAC3"	"6866"	"12"	"ENSG00000166863"	"57010000"	"57028883"
"6811"	"ILMN_1784946"	"ORC3"	"23595"	"6"	"ENSG00000135336"	"87590067"	"87667453"
"6812"	"ILMN_1784967"	"EPB41L4B"	"54566"	"9"	"ENSG00000095203"	"109171975"	"109320964"
"6813"	"ILMN_1784977"	"DOHH"	"83475"	"19"	"ENSG00000129932"	"3490821"	"3500674"
"6814"	"ILMN_1785005"	"NCF4"	"4689"	"22"	"ENSG00000100365"	"36860988"	"36878017"
"6815"	"ILMN_1785010"	"TPTE2"	"93492"	"13"	"ENSG00000132958"	"19422877"	"19536762"
"6816"	"ILMN_1785061"	"EPHB2"	"2048"	"1"	"ENSG00000133216"	"22710839"	"22921500"
"6817"	"ILMN_1785095"	"ATP6V0E2"	"155066"	"7"	"ENSG00000171130"	"149872968"	"149891204"
"6818"	"ILMN_1785107"	"NXT2"	"55916"	"X"	"ENSG00000101888"	"109535781"	"109544690"
"6819"	"ILMN_1785161"	"CHCHD6"	"84303"	"3"	"ENSG00000159685"	"126704240"	"126960420"
"6820"	"ILMN_1785170"	"ARMCX2"	"9823"	"X"	"ENSG00000184867"	"101655281"	"101659850"
"6821"	"ILMN_1785175"	"SWAP70"	"23075"	"11"	"ENSG00000133789"	"9664077"	"9752993"
"6822"	"ILMN_1785177"	"DNAJC14"	"85406"	"12"	"ENSG00000135392"	"55820960"	"55830824"
"6823"	"ILMN_1785179"	"UBE2G2"	"7327"	"21"	"ENSG00000184787"	"44768580"	"44801826"
"6824"	"ILMN_1785191"	"TMEM14A"	"28978"	"6"	"ENSG00000096092"	"52671113"	"52686588"
"6825"	"ILMN_1785198"	"POLE3"	"54107"	"9"	"ENSG00000148229"	"113407235"	"113410675"
"6826"	"ILMN_1785202"	"STAT4"	"6775"	"2"	"ENSG00000138378"	"191029576"	"191151596"
"6827"	"ILMN_1785218"	"MTCH2"	"23788"	"11"	"ENSG00000109919"	"47617315"	"47642607"
"6828"	"ILMN_1785252"	"SLC26A6"	"65010"	"3"	"ENSG00000225697"	"48625723"	"48635493"
"6829"	"ILMN_1785266"	"OFD1"	"8481"	"X"	"ENSG00000046651"	"13734745"	"13769357"
"6830"	"ILMN_1785330"	"SH3BP4"	"23677"	"2"	"ENSG00000130147"	"234952017"	"235055714"
"6831"	"ILMN_1785336"	""	NA	"16"	"ENSG00000260276"	"8848105"	"8860456"
"6832"	"ILMN_1785356"	"DENND5A"	"23258"	"11"	"ENSG00000184014"	"9138825"	"9265350"
"6833"	"ILMN_1785413"	"ATP2C2"	"9914"	"16"	"ENSG00000064270"	"84368527"	"84464187"
"6834"	"ILMN_1785424"	"ABLIM1"	"3983"	"10"	"ENSG00000099204"	"114431113"	"114768061"
"6835"	"ILMN_1785439"	"CD79B"	"974"	"17"	"ENSG00000007312"	"63928740"	"63932336"
"6836"	"ILMN_1785444"	"LEMD1"	"93273"	"1"	"ENSG00000186007"	"205381378"	"205455954"
"6837"	"ILMN_1785549"	"SLC30A2"	"7780"	"1"	"ENSG00000158014"	"26037252"	"26046118"
"6838"	"ILMN_1785618"	"SMTN"	"6525"	"22"	"ENSG00000183963"	"31064105"	"31104757"
"6839"	"ILMN_1785635"	"BRD3"	"8019"	"9"	"ENSG00000169925"	"134030305"	"134068535"
"6840"	"ILMN_1785644"	"AP5S1"	"55317"	"20"	"ENSG00000125843"	"3820524"	"3828838"
"6841"	"ILMN_1785646"	"PMP22"	"5376"	"17"	"ENSG00000109099"	"15229777"	"15265326"
"6842"	"ILMN_1785660"	"SRPRA"	"6734"	"11"	"ENSG00000182934"	"126262938"	"126269144"
"6843"	"ILMN_1785661"	"ABHD17B"	"51104"	"9"	"ENSG00000107362"	"71862452"	"71910931"
"6844"	"ILMN_1785703"	"LMOD3"	"56203"	"3"	"ENSG00000163380"	"69106065"	"69123032"
"6845"	"ILMN_1785731"	"MAPK8IP2"	"23542"	"22"	"ENSG00000008735"	"50600793"	"50613981"
"6846"	"ILMN_1785765"	"TM9SF2"	"9375"	"13"	"ENSG00000125304"	"99446311"	"99564048"
"6847"	"ILMN_1785795"	"METAP1"	"23173"	"4"	"ENSG00000164024"	"98995659"	"99062809"
"6848"	"ILMN_1785852"	"NABP1"	"64859"	"2"	"ENSG00000173559"	"191678068"	"191741097"
"6849"	"ILMN_1785902"	"C1QC"	"714"	"1"	"ENSG00000159189"	"22643633"	"22648110"
"6850"	"ILMN_1785926"	"ZNF621"	"285268"	"3"	"ENSG00000172888"	"40524878"	"40574685"
"6851"	"ILMN_1785933"	"C19orf18"	"147685"	"19"	"ENSG00000177025"	"57958437"	"57974534"
"6852"	"ILMN_1786015"	"CTCF"	"10664"	"16"	"ENSG00000102974"	"67562467"	"67639177"
"6853"	"ILMN_1786016"	"CHD1L"	"9557"	"1"	"ENSG00000131778"	"147242654"	"147295765"
"6854"	"ILMN_1786021"	"PRKAB2"	"5565"	"1"	"ENSG00000131791"	"147155106"	"147172550"
"6855"	"ILMN_1786024"	"POLR3H"	"171568"	"22"	"ENSG00000100413"	"41525799"	"41544606"
"6856"	"ILMN_1786036"	"GPATCH2"	"55105"	"1"	"ENSG00000092978"	"217426992"	"217631090"
"6857"	"ILMN_1786039"	"RNF34"	"80196"	"12"	"ENSG00000170633"	"121400041"	"121430623"
"6858"	"ILMN_1786050"	"RBBP9"	"10741"	"20"	"ENSG00000089050"	"18486540"	"18497225"
"6859"	"ILMN_1786105"	"PCBD1"	"5092"	"10"	"ENSG00000166228"	"70882280"	"70888565"
"6860"	"ILMN_1786108"	"TUT1"	"64852"	"11"	"ENSG00000149016"	"62575045"	"62591637"
"6861"	"ILMN_1786125"	"CCNA2"	"890"	"4"	"ENSG00000145386"	"121816444"	"121823933"
"6862"	"ILMN_1786176"	"CD37"	"951"	"19"	"ENSG00000104894"	"49335171"	"49343335"
"6863"	"ILMN_1786189"	"NIFK"	"84365"	"2"	"ENSG00000155438"	"121726945"	"121736911"
"6864"	"ILMN_1786197"	"NR2F1"	"7025"	"5"	"ENSG00000175745"	"93583222"	"93594611"
"6865"	"ILMN_1786211"	"HERC1"	"8925"	"15"	"ENSG00000103657"	"63608618"	"63833948"
"6866"	"ILMN_1786273"	"C1orf122"	"127687"	"1"	"ENSG00000197982"	"37806979"	"37809454"
"6867"	"ILMN_1786275"	"PAPOLG"	"64895"	"2"	"ENSG00000115421"	"60756253"	"60802086"
"6868"	"ILMN_1786278"	"FAM149A"	"25854"	"4"	"ENSG00000109794"	"186104419"	"186172667"
"6869"	"ILMN_1786310"	"MVK"	"4598"	"12"	"ENSG00000110921"	"109573255"	"109598125"
"6870"	"ILMN_1786326"	"KCTD15"	"79047"	"19"	"ENSG00000153885"	"33795933"	"33815763"
"6871"	"ILMN_1786328"	"DCAF12"	"25853"	"9"	"ENSG00000198876"	"34086387"	"34127399"
"6872"	"ILMN_1786353"	"CNGA1"	"1259"	"4"	"ENSG00000198515"	"47935977"	"48016681"
"6873"	"ILMN_1786379"	"SYNGR3"	"9143"	"16"	"ENSG00000127561"	"1989660"	"1994275"
"6874"	"ILMN_1786381"	"AQP6"	"363"	"12"	"ENSG00000086159"	"49967194"	"49977139"
"6875"	"ILMN_1786388"	"RNF113A"	"7737"	"X"	"ENSG00000125352"	"119870475"	"119871733"
"6876"	"ILMN_1786396"	"ZZEF1"	"23140"	"17"	"ENSG00000074755"	"4004445"	"4143030"
"6877"	"ILMN_1786426"	""	NA	"19"	"ENSG00000267120"	"35739252"	"35745432"
"6878"	"ILMN_1786429"	"LPAR6"	"10161"	"13"	"ENSG00000139679"	"48389567"	"48444704"
"6879"	"ILMN_1786444"	"LPL"	"4023"	"8"	"ENSG00000175445"	"19901717"	"19967259"
"6880"	"ILMN_1786470"	"C1orf74"	"148304"	"1"	"ENSG00000162757"	"209779208"	"209784559"
"6881"	"ILMN_1786532"	"CNIH1"	"10175"	"14"	"ENSG00000100528"	"54423561"	"54441391"
"6882"	"ILMN_1786601"	"PLAGL2"	"5326"	"20"	"ENSG00000126003"	"32192504"	"32207743"
"6883"	"ILMN_1786612"	""	NA	"4"	"ENSG00000248988"	"159007119"	"159007835"
"6884"	"ILMN_1786658"	"BOLA3"	"388962"	"2"	"ENSG00000163170"	"74135400"	"74147912"
"6885"	"ILMN_1786707"	"EMC10"	"284361"	"19"	"ENSG00000161671"	"50476400"	"50490871"
"6886"	"ILMN_1786718"	"NDUFV1"	"4723"	"11"	"ENSG00000167792"	"67605653"	"67612554"
"6887"	"ILMN_1786720"	"PROM1"	"8842"	"4"	"ENSG00000007062"	"15963076"	"16084378"
"6888"	"ILMN_1786722"	"ZNF385A"	"25946"	"12"	"ENSG00000161642"	"54369133"	"54391298"
"6889"	"ILMN_1786759"	"TMEM258"	"746"	"11"	"ENSG00000134825"	"61768501"	"61792802"
"6890"	"ILMN_1786789"	"FAM102B"	"284611"	"1"	"ENSG00000162636"	"108560089"	"108644900"
"6891"	"ILMN_1786823"	"ICAM2"	"3384"	"17"	"ENSG00000108622"	"64002594"	"64020634"
"6892"	"ILMN_1786843"	"KCTD13"	"253980"	"16"	"ENSG00000174943"	"29905012"	"29926236"
"6893"	"ILMN_1786847"	"TGM3"	"7053"	"20"	"ENSG00000125780"	"2296001"	"2341079"
"6894"	"ILMN_1786852"	"ZCCHC3"	"85364"	"20"	"ENSG00000247315"	"297570"	"300321"
"6895"	"ILMN_1786893"	"RBM5"	"10181"	"3"	"ENSG00000003756"	"50088919"	"50119021"
"6896"	"ILMN_1786908"	"KRTAP26-1"	"388818"	"21"	"ENSG00000197683"	"30319124"	"30320315"
"6897"	"ILMN_1786972"	"SARS1"	"6301"	"1"	"ENSG00000031698"	"109213918"	"109238182"
"6898"	"ILMN_1786976"	"RAB22A"	"57403"	"20"	"ENSG00000124209"	"58309715"	"58367507"
"6899"	"ILMN_1787026"	"SEC61G"	"23480"	"7"	"ENSG00000132432"	"54752250"	"54759974"
"6900"	"ILMN_1787109"	"CLK2"	"1196"	"1"	"ENSG00000176444"	"155262868"	"155278491"
"6901"	"ILMN_1787115"	"WWTR1"	"25937"	"3"	"ENSG00000018408"	"149517235"	"149736714"
"6902"	"ILMN_1787127"	"SLC43A2"	"124935"	"17"	"ENSG00000167703"	"1569268"	"1628886"
"6903"	"ILMN_1787212"	"LAP3P2"	NA	"6"	"ENSG00000213500"	"36673817"	"36675270"
"6904"	"ILMN_1787256"	"HCN3"	"57657"	"1"	"ENSG00000143630"	"155277463"	"155289848"
"6905"	"ILMN_1787265"	"ZNF503"	"84858"	"10"	"ENSG00000165655"	"75397830"	"75401764"
"6906"	"ILMN_1787275"	"STAG3"	"10734"	"7"	"ENSG00000066923"	"100177563"	"100221488"
"6907"	"ILMN_1787280"	"AUNIP"	"79000"	"1"	"ENSG00000127423"	"25831913"	"25859458"
"6908"	"ILMN_1787292"	"CDC20B"	"166979"	"5"	"ENSG00000164287"	"55112995"	"55173175"
"6909"	"ILMN_1787308"	"PIP4K2C"	"79837"	"12"	"ENSG00000166908"	"57591174"	"57603418"
"6910"	"ILMN_1787324"	"ENKD1"	"84080"	"16"	"ENSG00000124074"	"67662945"	"67667265"
"6911"	"ILMN_1787345"	""	NA	"12"	"ENSG00000272822"	"48903503"	"48957365"
"6912"	"ILMN_1787360"	"GUCA1C"	"9626"	"3"	"ENSG00000138472"	"108907792"	"108953879"
"6913"	"ILMN_1787366"	"ZNF335"	"63925"	"20"	"ENSG00000198026"	"45948660"	"45972203"
"6914"	"ILMN_1787370"	"NDUFAF7"	"55471"	"2"	"ENSG00000003509"	"37231631"	"37253403"
"6915"	"ILMN_1787410"	"EIF6"	"3692"	"20"	"ENSG00000242372"	"35278911"	"35284985"
"6916"	"ILMN_1787415"	"SNX16"	"64089"	"8"	"ENSG00000104497"	"81799581"	"81842866"
"6917"	"ILMN_1787441"	"CCDC17"	"149483"	"1"	"ENSG00000159588"	"45620044"	"45624057"
"6918"	"ILMN_1787461"	"RUNX3"	"864"	"1"	"ENSG00000020633"	"24899511"	"24965121"
"6919"	"ILMN_1787509"	"HELZ2"	"85441"	"20"	"ENSG00000130589"	"63558086"	"63574239"
"6920"	"ILMN_1787511"	"THUMPD2"	"80745"	"2"	"ENSG00000138050"	"39736060"	"39779267"
"6921"	"ILMN_1787526"	"C2orf88"	"84281"	"2"	"ENSG00000187699"	"189879609"	"190203484"
"6922"	"ILMN_1787529"	"C3AR1"	"719"	"12"	"ENSG00000171860"	"8056844"	"8066359"
"6923"	"ILMN_1787539"	"ZNF177"	"7730"	"19"	"ENSG00000188629"	"9363020"	"9382617"
"6924"	"ILMN_1787541"	"SPSB2"	"84727"	"12"	"ENSG00000111671"	"6870935"	"6889358"
"6925"	"ILMN_1787548"	"HSPG2"	"3339"	"1"	"ENSG00000142798"	"21822244"	"21937310"
"6926"	"ILMN_1787576"	"CLCNKA"	"1187"	"1"	"ENSG00000186510"	"16018875"	"16034050"
"6927"	"ILMN_1787595"	"B3GALNT1"	"8706"	"3"	"ENSG00000169255"	"161083883"	"161105411"
"6928"	"ILMN_1787657"	"CLDN12"	"9069"	"7"	"ENSG00000157224"	"90383721"	"90513402"
"6929"	"ILMN_1787658"	"MTMR7"	"9108"	"8"	"ENSG00000003987"	"17296794"	"17413528"
"6930"	"ILMN_1787680"	"SELENOS"	"55829"	"15"	"ENSG00000131871"	"101270817"	"101277500"
"6931"	"ILMN_1787691"	"CITED4"	"163732"	"1"	"ENSG00000179862"	"40861054"	"40862363"
"6932"	"ILMN_1787705"	"ATP6V1B2"	"526"	"8"	"ENSG00000147416"	"20197381"	"20226819"
"6933"	"ILMN_1787718"	"SLC27A1"	"376497"	"19"	"ENSG00000130304"	"17468769"	"17506168"
"6934"	"ILMN_1787750"	"CD200"	"4345"	"3"	"ENSG00000091972"	"112332347"	"112362812"
"6935"	"ILMN_1787762"	"HEATR1"	"55127"	"1"	"ENSG00000119285"	"236549005"	"236604516"
"6936"	"ILMN_1787808"	"CEP63"	"80254"	"3"	"ENSG00000182923"	"134485721"	"134575017"
"6937"	"ILMN_1787813"	"SLC5A3"	"6526"	"21"	"ENSG00000198743"	"34073578"	"34106260"
"6938"	"ILMN_1787815"	"TRIB3"	"57761"	"20"	"ENSG00000101255"	"362835"	"397559"
"6939"	"ILMN_1787843"	"HSDL2"	"84263"	"9"	"ENSG00000119471"	"112380080"	"112472405"
"6940"	"ILMN_1787844"	"MYDGF"	"56005"	"19"	"ENSG00000074842"	"4641374"	"4670362"
"6941"	"ILMN_1787879"	"ARL2"	"402"	"11"	"ENSG00000213465"	"65014160"	"65022184"
"6942"	"ILMN_1787885"	"NUDT18"	"79873"	"8"	"ENSG00000275074"	"22106874"	"22109419"
"6943"	"ILMN_1787897"	"CXCL1"	"2919"	"4"	"ENSG00000163739"	"73869393"	"73871308"
"6944"	"ILMN_1787923"	"PNPLA2"	"57104"	"11"	"ENSG00000177666"	"818914"	"825573"
"6945"	"ILMN_1787949"	"RPS15A"	"6210"	"16"	"ENSG00000134419"	"18781295"	"18790383"
"6946"	"ILMN_1788017"	"HSH2D"	"84941"	"19"	"ENSG00000196684"	"16134028"	"16158575"
"6947"	"ILMN_1788019"	"LAMA2"	"3908"	"6"	"ENSG00000196569"	"128883141"	"129516569"
"6948"	"ILMN_1788022"	"CDKAL1"	"54901"	"6"	"ENSG00000145996"	"20534457"	"21232404"
"6949"	"ILMN_1788024"	"PCID2"	"55795"	"13"	"ENSG00000126226"	"113177536"	"113208715"
"6950"	"ILMN_1788053"	"SLC25A12"	"8604"	"2"	"ENSG00000115840"	"171783405"	"171999859"
"6951"	"ILMN_1788062"	"SH3GL1"	"6455"	"19"	"ENSG00000141985"	"4360370"	"4400547"
"6952"	"ILMN_1788095"	"SPRYD3"	"84926"	"12"	"ENSG00000167778"	"53064316"	"53079404"
"6953"	"ILMN_1788099"	"LSM4"	"25804"	"19"	"ENSG00000130520"	"18306236"	"18323112"
"6954"	"ILMN_1788122"	"GSTA5"	"221357"	"6"	"ENSG00000182793"	"52831655"	"52846095"
"6955"	"ILMN_1788149"	"NEK11"	"79858"	"3"	"ENSG00000114670"	"131026850"	"131350465"
"6956"	"ILMN_1788160"	"KIF5B"	"3799"	"10"	"ENSG00000170759"	"32009015"	"32056425"
"6957"	"ILMN_1788166"	"TTK"	"7272"	"6"	"ENSG00000112742"	"80003887"	"80042527"
"6958"	"ILMN_1788180"	"RAB13"	"5872"	"1"	"ENSG00000143545"	"153981617"	"153986358"
"6959"	"ILMN_1788203"	"HEY1"	"23462"	"8"	"ENSG00000164683"	"79762371"	"79767857"
"6960"	"ILMN_1788211"	"SNX19"	"399979"	"11"	"ENSG00000120451"	"130875436"	"130916509"
"6961"	"ILMN_1788213"	"FRAT2"	"23401"	"10"	"ENSG00000181274"	"97332497"	"97334729"
"6962"	"ILMN_1788223"	"RSPH3"	"83861"	"6"	"ENSG00000130363"	"158972871"	"159000202"
"6963"	"ILMN_1788250"	"LDOC1"	"23641"	"X"	"ENSG00000182195"	"141111605"	"141177129"
"6964"	"ILMN_1788268"	"NAPG"	"8774"	"18"	"ENSG00000134265"	"10525905"	"10552764"
"6965"	"ILMN_1788315"	"SIN3B"	"23309"	"19"	"ENSG00000127511"	"16829400"	"16880353"
"6966"	"ILMN_1788363"	"MLH1"	"4292"	"3"	"ENSG00000076242"	"36993350"	"37050846"
"6967"	"ILMN_1788377"	"COL27A1"	"85301"	"9"	"ENSG00000196739"	"114155537"	"114312511"
"6968"	"ILMN_1788384"	"TMEM245"	"23731"	"9"	"ENSG00000106771"	"109015135"	"109119947"
"6969"	"ILMN_1788387"	"UGGT2"	"55757"	"13"	"ENSG00000102595"	"95801580"	"96053482"
"6970"	"ILMN_1788468"	"ARGLU1"	"55082"	"13"	"ENSG00000134884"	"106541673"	"106568137"
